"","dataSet","observation"
"6684","normal",1.96
"6685","normal",1.96
"6686","normal",1.96
"6687","normal",1.96
"6688","normal",2
"6689","normal",2
"6690","normal",2
"6691","normal",2
"6692","normal",2
"6693","normal",2
"6694","normal",2
"6695","normal",2
"6696","normal",2
"6697","normal",2.04
"6698","normal",2.04
"6699","normal",2.04
"6700","normal",2.04
"6701","normal",2.04
"6702","normal",2.04
"6703","normal",2.04
"6704","normal",2.04
"6705","normal",2.04
"6706","normal",2.08
"6707","normal",2.08
"6708","normal",2.08
"6709","normal",2.08
"6710","normal",2.08
"6711","normal",2.08
"6712","normal",2.08
"6713","normal",2.08
"6714","normal",2.08
"6715","normal",2.12
"6716","normal",2.12
"6717","normal",2.12
"6718","normal",2.12
"6719","normal",2.12
"6720","normal",2.12
"6721","normal",2.12
"6722","normal",2.12
"6723","normal",2.12
"6724","normal",2.16
"6725","normal",2.16
"6726","normal",2.16
"6727","normal",2.16
"6728","normal",2.16
"6729","normal",2.16
"6730","normal",2.16
"6731","normal",2.16
"6732","normal",2.16
"6733","normal",2.2
"6734","normal",2.2
"6735","normal",2.2
"6736","normal",2.2
"6737","normal",2.2
"6738","normal",2.2
"6739","normal",2.2
"6740","normal",2.2
"6741","normal",2.2
"6742","normal",2.24
"6743","normal",2.24
"6744","normal",2.24
"6745","normal",2.24
"6746","normal",2.24
"6747","normal",2.24
"6748","normal",2.24
"6749","normal",2.24
"6750","normal",2.24
"6751","normal",2.28
"6752","normal",2.28
"6753","normal",2.28
"6754","normal",2.28
"6755","normal",2.28
"6756","normal",2.28
"6757","normal",2.28
"6758","normal",2.28
"6759","normal",2.32
"6760","normal",2.32
"6761","normal",2.32
"6762","normal",2.32
"6763","normal",2.32
"6764","normal",2.32
"6765","normal",2.32
"6766","normal",2.32
"6767","normal",2.36
"6768","normal",2.36
"6769","normal",2.36
"6770","normal",2.36
"6771","normal",2.36
"6772","normal",2.36
"6773","normal",2.36
"6774","normal",2.36
"6775","normal",2.4
"6776","normal",2.4
"6777","normal",2.4
"6778","normal",2.4
"6779","normal",2.4
"6780","normal",2.4
"6781","normal",2.4
"6782","normal",2.4
"6783","normal",2.44
"6784","normal",2.44
"6785","normal",2.44
"6786","normal",2.44
"6787","normal",2.44
"6788","normal",2.44
"6789","normal",2.44
"6790","normal",2.44
"6791","normal",2.48
"6792","normal",2.48
"6793","normal",2.48
"6794","normal",2.48
"6795","normal",2.48
"6796","normal",2.48
"6797","normal",2.48
"6798","normal",2.48
"6799","normal",2.52
"6800","normal",2.52
"6801","normal",2.52
"6802","normal",2.52
"6803","normal",2.52
"6804","normal",2.52
"6805","normal",2.52
"6806","normal",2.52
"6807","normal",2.56
"6808","normal",2.56
"6809","normal",2.56
"6810","normal",2.56
"6811","normal",2.56
"6812","normal",2.56
"6813","normal",2.56
"6814","normal",2.56
"6815","normal",2.6
"6816","normal",2.6
"6817","normal",2.6
"6818","normal",2.6
"6819","normal",2.6
"6820","normal",2.6
"6821","normal",2.6
"6822","normal",2.6
"6823","normal",2.64
"6824","normal",2.64
"6825","normal",2.64
"6826","normal",2.64
"6827","normal",2.64
"6828","normal",2.64
"6829","normal",2.64
"6830","normal",2.64
"6831","normal",2.68
"6832","normal",2.68
"6833","normal",2.68
"6834","normal",2.68
"6835","normal",2.68
"6836","normal",2.68
"6837","normal",2.68
"6838","normal",2.68
"6839","normal",2.72
"6840","normal",2.72
"6841","normal",2.72
"6842","normal",2.72
"6843","normal",2.72
"6844","normal",2.72
"6845","normal",2.72
"6846","normal",2.72
"6847","normal",2.76
"6848","normal",2.76
"6849","normal",2.76
"6850","normal",2.76
"6851","normal",2.76
"6852","normal",2.76
"6853","normal",2.76
"6854","normal",2.76
"6855","normal",2.8
"6856","normal",2.8
"6857","normal",2.8
"6858","normal",2.8
"6859","normal",2.8
"6860","normal",2.8
"6861","normal",2.8
"6862","normal",2.8
"6863","normal",2.84
"6864","normal",2.84
"6865","normal",2.84
"6866","normal",2.84
"6867","normal",2.84
"6868","normal",2.84
"6869","normal",2.84
"6870","normal",2.84
"6871","normal",2.88
"6872","normal",2.88
"6873","normal",2.88
"6874","normal",2.88
"6875","normal",2.88
"6876","normal",2.88
"6877","normal",2.88
"6878","normal",2.88
"6879","normal",2.92
"6880","normal",2.92
"6881","normal",2.92
"6882","normal",2.92
"6883","normal",2.92
"6884","normal",2.92
"6885","normal",2.92
"6886","normal",2.92
"6887","normal",2.96
"6888","normal",2.96
"6889","normal",2.96
"6890","normal",2.96
"6891","normal",2.96
"6892","normal",2.96
"6893","normal",2.96
"6894","normal",2.96
"6895","normal",3
"6896","normal",3
"6897","normal",3
"6898","normal",3
"6899","normal",3
"6900","normal",3
"6901","normal",3
"6902","normal",3
"6903","normal",3.04
"6904","normal",3.04
"6905","normal",3.04
"6906","normal",3.04
"6907","normal",3.04
"6908","normal",3.04
"6909","normal",3.04
"6910","normal",3.08
"6911","normal",3.08
"6912","normal",3.08
"6913","normal",3.08
"6914","normal",3.08
"6915","normal",3.08
"6916","normal",3.08
"6917","normal",3.12
"6918","normal",3.12
"6919","normal",3.12
"6920","normal",3.12
"6921","normal",3.12
"6922","normal",3.12
"6923","normal",3.12
"6924","normal",3.16
"6925","normal",3.16
"6926","normal",3.16
"6927","normal",3.16
"6928","normal",3.16
"6929","normal",3.16
"6930","normal",3.16
"6931","normal",3.2
"6932","normal",3.2
"6933","normal",3.2
"6934","normal",3.2
"6935","normal",3.2
"6936","normal",3.2
"6937","normal",3.2
"6938","normal",3.24
"6939","normal",3.24
"6940","normal",3.24
"6941","normal",3.24
"6942","normal",3.24
"6943","normal",3.24
"6944","normal",3.24
"6945","normal",3.28
"6946","normal",3.28
"6947","normal",3.28
"6948","normal",3.28
"6949","normal",3.28
"6950","normal",3.28
"6951","normal",3.28
"6952","normal",3.32
"6953","normal",3.32
"6954","normal",3.32
"6955","normal",3.32
"6956","normal",3.32
"6957","normal",3.32
"6958","normal",3.32
"6959","normal",3.36
"6960","normal",3.36
"6961","normal",3.36
"6962","normal",3.36
"6963","normal",3.36
"6964","normal",3.36
"6965","normal",3.36
"6966","normal",3.4
"6967","normal",3.4
"6968","normal",3.4
"6969","normal",3.4
"6970","normal",3.4
"6971","normal",3.4
"6972","normal",3.4
"6973","normal",3.44
"6974","normal",3.44
"6975","normal",3.44
"6976","normal",3.44
"6977","normal",3.44
"6978","normal",3.44
"6979","normal",3.44
"6980","normal",3.48
"6981","normal",3.48
"6982","normal",3.48
"6983","normal",3.48
"6984","normal",3.48
"6985","normal",3.48
"6986","normal",3.48
"6987","normal",3.52
"6988","normal",3.52
"6989","normal",3.52
"6990","normal",3.52
"6991","normal",3.52
"6992","normal",3.52
"6993","normal",3.52
"6994","normal",3.56
"6995","normal",3.56
"6996","normal",3.56
"6997","normal",3.56
"6998","normal",3.56
"6999","normal",3.56
"7000","normal",3.56
"7001","normal",3.6
"7002","normal",3.6
"7003","normal",3.6
"7004","normal",3.6
"7005","normal",3.6
"7006","normal",3.6
"7007","normal",3.6
"7008","normal",3.64
"7009","normal",3.64
"7010","normal",3.64
"7011","normal",3.64
"7012","normal",3.64
"7013","normal",3.64
"7014","normal",3.64
"7015","normal",3.68
"7016","normal",3.68
"7017","normal",3.68
"7018","normal",3.68
"7019","normal",3.68
"7020","normal",3.68
"7021","normal",3.68
"7022","normal",3.72
"7023","normal",3.72
"7024","normal",3.72
"7025","normal",3.72
"7026","normal",3.72
"7027","normal",3.72
"7028","normal",3.76
"7029","normal",3.76
"7030","normal",3.76
"7031","normal",3.76
"7032","normal",3.76
"7033","normal",3.76
"7034","normal",3.8
"7035","normal",3.8
"7036","normal",3.8
"7037","normal",3.8
"7038","normal",3.8
"7039","normal",3.8
"7040","normal",3.84
"7041","normal",3.84
"7042","normal",3.84
"7043","normal",3.84
"7044","normal",3.84
"7045","normal",3.84
"7046","normal",3.88
"7047","normal",3.88
"7048","normal",3.88
"7049","normal",3.88
"7050","normal",3.88
"7051","normal",3.88
"7052","normal",3.92
"7053","normal",3.92
"7054","normal",3.92
"7055","normal",3.92
"7056","normal",3.92
"7057","normal",3.92
"7058","normal",3.96
"7059","normal",3.96
"7060","normal",3.96
"7061","normal",3.96
"7062","normal",3.96
"7063","normal",3.96
"7064","normal",4
"7065","normal",4
"7066","normal",4
"7067","normal",4
"7068","normal",4
"7069","normal",4
"7070","normal",4.04
"7071","normal",4.04
"7072","normal",4.04
"7073","normal",4.04
"7074","normal",4.04
"7075","normal",4.04
"7076","normal",4.08
"7077","normal",4.08
"7078","normal",4.08
"7079","normal",4.08
"7080","normal",4.08
"7081","normal",4.08
"7082","normal",4.12
"7083","normal",4.12
"7084","normal",4.12
"7085","normal",4.12
"7086","normal",4.12
"7087","normal",4.12
"7088","normal",4.16
"7089","normal",4.16
"7090","normal",4.16
"7091","normal",4.16
"7092","normal",4.16
"7093","normal",4.16
"7094","normal",4.2
"7095","normal",4.2
"7096","normal",4.2
"7097","normal",4.2
"7098","normal",4.2
"7099","normal",4.2
"7100","normal",4.24
"7101","normal",4.24
"7102","normal",4.24
"7103","normal",4.24
"7104","normal",4.24
"7105","normal",4.24
"7106","normal",4.28
"7107","normal",4.28
"7108","normal",4.28
"7109","normal",4.28
"7110","normal",4.28
"7111","normal",4.28
"7112","normal",4.32
"7113","normal",4.32
"7114","normal",4.32
"7115","normal",4.32
"7116","normal",4.32
"7117","normal",4.32
"7118","normal",4.36
"7119","normal",4.36
"7120","normal",4.36
"7121","normal",4.36
"7122","normal",4.36
"7123","normal",4.36
"7124","normal",4.4
"7125","normal",4.4
"7126","normal",4.4
"7127","normal",4.4
"7128","normal",4.4
"7129","normal",4.44
"7130","normal",4.44
"7131","normal",4.44
"7132","normal",4.44
"7133","normal",4.44
"7134","normal",4.48
"7135","normal",4.48
"7136","normal",4.48
"7137","normal",4.48
"7138","normal",4.48
"7139","normal",4.52
"7140","normal",4.52
"7141","normal",4.52
"7142","normal",4.52
"7143","normal",4.52
"7144","normal",4.56
"7145","normal",4.56
"7146","normal",4.56
"7147","normal",4.56
"7148","normal",4.56
"7149","normal",4.6
"7150","normal",4.6
"7151","normal",4.6
"7152","normal",4.6
"7153","normal",4.6
"7154","normal",4.64
"7155","normal",4.64
"7156","normal",4.64
"7157","normal",4.64
"7158","normal",4.64
"7159","normal",4.68
"7160","normal",4.68
"7161","normal",4.68
"7162","normal",4.68
"7163","normal",4.68
"7164","normal",4.72
"7165","normal",4.72
"7166","normal",4.72
"7167","normal",4.72
"7168","normal",4.72
"7169","normal",4.76
"7170","normal",4.76
"7171","normal",4.76
"7172","normal",4.76
"7173","normal",4.76
"7174","normal",4.8
"7175","normal",4.8
"7176","normal",4.8
"7177","normal",4.8
"7178","normal",4.8
"7179","normal",4.84
"7180","normal",4.84
"7181","normal",4.84
"7182","normal",4.84
"7183","normal",4.84
"7184","normal",4.88
"7185","normal",4.88
"7186","normal",4.88
"7187","normal",4.88
"7188","normal",4.88
"7189","normal",4.92
"7190","normal",4.92
"7191","normal",4.92
"7192","normal",4.92
"7193","normal",4.92
"7194","normal",4.96
"7195","normal",4.96
"7196","normal",4.96
"7197","normal",4.96
"7198","normal",4.96
"7199","normal",5
"7200","normal",5
"7201","normal",5
"7202","normal",5
"7203","normal",5
"7204","normal",5.04
"7205","normal",5.04
"7206","normal",5.04
"7207","normal",5.04
"7208","normal",5.04
"7209","normal",5.08
"7210","normal",5.08
"7211","normal",5.08
"7212","normal",5.08
"7213","normal",5.12
"7214","normal",5.12
"7215","normal",5.12
"7216","normal",5.12
"7217","normal",5.16
"7218","normal",5.16
"7219","normal",5.16
"7220","normal",5.16
"7221","normal",5.2
"7222","normal",5.2
"7223","normal",5.2
"7224","normal",5.2
"7225","normal",5.24
"7226","normal",5.24
"7227","normal",5.24
"7228","normal",5.24
"7229","normal",5.28
"7230","normal",5.28
"7231","normal",5.28
"7232","normal",5.28
"7233","normal",5.32
"7234","normal",5.32
"7235","normal",5.32
"7236","normal",5.32
"7237","normal",5.36
"7238","normal",5.36
"7239","normal",5.36
"7240","normal",5.36
"7241","normal",5.4
"7242","normal",5.4
"7243","normal",5.4
"7244","normal",5.4
"7245","normal",5.44
"7246","normal",5.44
"7247","normal",5.44
"7248","normal",5.44
"7249","normal",5.48
"7250","normal",5.48
"7251","normal",5.48
"7252","normal",5.48
"7253","normal",5.52
"7254","normal",5.52
"7255","normal",5.52
"7256","normal",5.52
"7257","normal",5.56
"7258","normal",5.56
"7259","normal",5.56
"7260","normal",5.56
"7261","normal",5.6
"7262","normal",5.6
"7263","normal",5.6
"7264","normal",5.6
"7265","normal",5.64
"7266","normal",5.64
"7267","normal",5.64
"7268","normal",5.64
"7269","normal",5.68
"7270","normal",5.68
"7271","normal",5.68
"7272","normal",5.68
"7273","normal",5.72
"7274","normal",5.72
"7275","normal",5.72
"7276","normal",5.72
"7277","normal",5.76
"7278","normal",5.76
"7279","normal",5.76
"7280","normal",5.76
"7281","normal",5.8
"7282","normal",5.8
"7283","normal",5.8
"7284","normal",5.84
"7285","normal",5.84
"7286","normal",5.84
"7287","normal",5.88
"7288","normal",5.88
"7289","normal",5.88
"7290","normal",5.92
"7291","normal",5.92
"7292","normal",5.92
"7293","normal",5.96
"7294","normal",5.96
"7295","normal",5.96
"7296","normal",6
"7297","normal",6
"7298","normal",6
"7299","normal",6.04
"7300","normal",6.04
"7301","normal",6.04
"7302","normal",6.08
"7303","normal",6.08
"7304","normal",6.08
"7305","normal",6.12
"7306","normal",6.12
"7307","normal",6.12
"7308","normal",6.16
"7309","normal",6.16
"7310","normal",6.16
"7311","normal",6.2
"7312","normal",6.2
"7313","normal",6.2
"7314","normal",6.24
"7315","normal",6.24
"7316","normal",6.24
"7317","normal",6.28
"7318","normal",6.28
"7319","normal",6.28
"7320","normal",6.32
"7321","normal",6.32
"7322","normal",6.32
"7323","normal",6.36
"7324","normal",6.36
"7325","normal",6.36
"7326","normal",6.4
"7327","normal",6.4
"7328","normal",6.4
"7329","normal",6.44
"7330","normal",6.44
"7331","normal",6.44
"7332","normal",6.48
"7333","normal",6.48
"7334","normal",6.48
"7335","normal",6.52
"7336","normal",6.52
"7337","normal",6.52
"7338","normal",6.56
"7339","normal",6.56
"7340","normal",6.56
"7341","normal",6.6
"7342","normal",6.6
"7343","normal",6.6
"7344","normal",6.64
"7345","normal",6.64
"7346","normal",6.64
"7347","normal",6.68
"7348","normal",6.68
"7349","normal",6.72
"7350","normal",6.72
"7351","normal",6.76
"7352","normal",6.76
"7353","normal",6.8
"7354","normal",6.8
"7355","normal",6.84
"7356","normal",6.84
"7357","normal",6.88
"7358","normal",6.88
"7359","normal",6.92
"7360","normal",6.92
"7361","normal",6.96
"7362","normal",6.96
"7363","normal",7
"7364","normal",7
"7365","normal",7.04
"7366","normal",7.04
"7367","normal",7.08
"7368","normal",7.08
"7369","normal",7.12
"7370","normal",7.12
"7371","normal",7.16
"7372","normal",7.16
"7373","normal",7.2
"7374","normal",7.2
"7375","normal",7.24
"7376","normal",7.24
"7377","normal",7.28
"7378","normal",7.28
"7379","normal",7.32
"7380","normal",7.32
"7381","normal",7.36
"7382","normal",7.36
"7383","normal",7.4
"7384","normal",7.4
"7385","normal",7.44
"7386","normal",7.44
"7387","normal",7.48
"7388","normal",7.48
"7389","normal",7.52
"7390","normal",7.52
"7391","normal",7.56
"7392","normal",7.56
"7393","normal",7.6
"7394","normal",7.6
"7395","normal",7.64
"7396","normal",7.64
"7397","normal",7.68
"7398","normal",7.68
"7399","normal",7.72
"7400","normal",7.72
"7401","normal",7.76
"7402","normal",7.76
"7403","normal",7.8
"7404","normal",7.84
"7405","normal",7.88
"7406","normal",7.92
"7407","normal",7.96
"7408","normal",8
"7409","normal",8.04
"7410","normal",8.08
"7411","normal",8.12
"7412","normal",8.16
"7413","normal",8.2
"7414","normal",8.24
"7415","normal",8.28
"7416","normal",8.32
"7417","normal",8.36
"7418","normal",8.4
"7419","normal",8.44
"7420","normal",8.48
"7421","normal",8.52
"7422","normal",8.56
"7423","normal",8.6
"7424","normal",8.64
"7425","normal",8.68
"7426","normal",8.72
"7427","normal",8.76
"7428","normal",8.8
"7429","normal",8.84
"7430","normal",8.88
"7431","normal",8.92
"7432","normal",8.96
"7433","normal",9
"7434","normal",9.04
"7435","normal",9.08
"7436","normal",9.12
"7437","normal",9.16
"7438","normal",9.2
"7439","normal",9.24
"7440","normal",9.28
"7441","normal",9.32
"7442","normal",9.36
"7443","normal",9.4
"7444","normal",9.44
"7445","normal",9.48
"7446","normal",9.52
"7447","normal",9.56
"7448","normal",9.6
"7449","normal",9.64
"7450","normal",9.68
"7451","normal",9.72
"7452","normal",9.76
"7453","split",-9.76641242921
"7454","split",-9.76970215239
"7455","split",-9.76988604131
"7456","split",-9.76651845363
"7457","split",-9.76977559811
"7458","split",-9.75548649978
"7459","split",-9.75140843823
"7460","split",-9.76385080702
"7461","split",-9.76906636962
"7462","split",-9.76634932086
"7463","split",-9.74787432385
"7464","split",-9.76430033829
"7465","split",-9.76764624698
"7466","split",-9.75739792946
"7467","split",-9.76103599027
"7468","split",-9.72503533892
"7469","split",-9.7642508294
"7470","split",-9.76412488881
"7471","split",-9.76822503184
"7472","split",-9.76735935569
"7473","split",-9.76344238271
"7474","split",-9.76514633183
"7475","split",-9.71137706513
"7476","split",-9.75807995913
"7477","split",-9.76933224267
"7478","split",-9.60395813582
"7479","split",-9.76878230603
"7480","split",-9.7648125867
"7481","split",-9.76275503053
"7482","split",-9.76793410928
"7483","split",-9.75319920207
"7484","split",-9.7676438136
"7485","split",-9.75429296004
"7486","split",-9.74666182651
"7487","split",-9.76903398399
"7488","split",-9.39696010188
"7489","split",-9.70147375804
"7490","split",-9.63078736461
"7491","split",-9.74776595942
"7492","split",-9.24131040272
"7493","split",-9.57872984796
"7494","split",-9.75495247529
"7495","split",-9.40232458209
"7496","split",-9.08646846742
"7497","split",-8.79267764924
"7498","split",-9.56456475929
"7499","split",-9.37946550247
"7500","split",-8.99439589886
"7501","split",-9.61536215743
"7502","split",-9.12350729268
"7503","split",-9.45437350426
"7504","split",-9.45942877789
"7505","split",-9.07209011176
"7506","split",-9.05487256813
"7507","split",-9.00639458021
"7508","split",-9.67689808185
"7509","split",-8.97333438179
"7510","split",-9.76844910098
"7511","split",-8.54443475472
"7512","split",-9.05145500766
"7513","split",-9.43179792864
"7514","split",-8.45176941694
"7515","split",-9.20781585047
"7516","split",-8.46275425675
"7517","split",-8.96031849101
"7518","split",-9.30371607087
"7519","split",-9.15031314163
"7520","split",-9.03893223429
"7521","split",-8.60745364275
"7522","split",-8.49132436529
"7523","split",-8.16654346377
"7524","split",-9.00850754686
"7525","split",-9.07914802678
"7526","split",-8.82528513044
"7527","split",-8.50176137702
"7528","split",-9.04789564016
"7529","split",-8.29708157951
"7530","split",-8.81067261712
"7531","split",-8.46823888173
"7532","split",-8.53186005789
"7533","split",-9.61197408743
"7534","split",-8.69503792313
"7535","split",-7.79815456379
"7536","split",-8.24750964083
"7537","split",-8.72512276314
"7538","split",-8.89733079914
"7539","split",-8.36141714236
"7540","split",-8.25772975047
"7541","split",-7.41272434768
"7542","split",-8.8981017263
"7543","split",-8.14696234198
"7544","split",-8.82937183581
"7545","split",-8.33940784225
"7546","split",-7.90105954554
"7547","split",-8.13711179321
"7548","split",-9.17948640042
"7549","split",-8.49984630891
"7550","split",-8.56510926544
"7551","split",-8.01587087432
"7552","split",-7.85214217523
"7553","split",-7.61528827363
"7554","split",-8.84550475237
"7555","split",-7.80469383332
"7556","split",-7.86466145951
"7557","split",-8.40008614355
"7558","split",-8.57985626384
"7559","split",-7.65428146395
"7560","split",-8.00713987661
"7561","split",-8.14815512611
"7562","split",-9.05450769648
"7563","split",-8.12729489842
"7564","split",-8.18227783957
"7565","split",-8.52158517414
"7566","split",-7.834398281
"7567","split",-8.43118876756
"7568","split",-7.7390236287
"7569","split",-7.99236755431
"7570","split",-8.15908218374
"7571","split",-7.76877852598
"7572","split",-7.63320854085
"7573","split",-7.97051786617
"7574","split",-7.51298265551
"7575","split",-7.53576779882
"7576","split",-7.98062377757
"7577","split",-7.22382017691
"7578","split",-7.56980175345
"7579","split",-7.89246068758
"7580","split",-7.15391416512
"7581","split",-8.43124863132
"7582","split",-8.26656417177
"7583","split",-7.69647344995
"7584","split",-7.60247751782
"7585","split",-7.64052130684
"7586","split",-9.04269797777
"7587","split",-8.20694373208
"7588","split",-7.64462096187
"7589","split",-7.74467499683
"7590","split",-7.55105389284
"7591","split",-8.28426597163
"7592","split",-7.7050984297
"7593","split",-7.1828976976
"7594","split",-7.47006279611
"7595","split",-7.16757160844
"7596","split",-7.86375357165
"7597","split",-8.9179358222
"7598","split",-8.40410985936
"7599","split",-8.14102826177
"7600","split",-8.0676766963
"7601","split",-7.63191531534
"7602","split",-8.67363410486
"7603","split",-7.26122936395
"7604","split",-7.05181829868
"7605","split",-7.70860590208
"7606","split",-7.57416949378
"7607","split",-7.90317988966
"7608","split",-7.65193045859
"7609","split",-7.74198057554
"7610","split",-7.10701804027
"7611","split",-7.18141276481
"7612","split",-7.01573943204
"7613","split",-7.07605229979
"7614","split",-7.21557171037
"7615","split",-7.78002351281
"7616","split",-8.27908693084
"7617","split",-7.11557362138
"7618","split",-6.90374909406
"7619","split",-7.74534578787
"7620","split",-8.07694997274
"7621","split",-7.63118290451
"7622","split",-7.37191400142
"7623","split",-7.39990050242
"7624","split",-7.84277648624
"7625","split",-7.32443092559
"7626","split",-7.39169409716
"7627","split",-6.91876495736
"7628","split",-6.89398972616
"7629","split",-6.52398751727
"7630","split",-7.07722759886
"7631","split",-6.79465089646
"7632","split",-7.84573735661
"7633","split",-6.90090902187
"7634","split",-7.14571245867
"7635","split",-7.40077227344
"7636","split",-7.32348785485
"7637","split",-7.22835297242
"7638","split",-7.10928412737
"7639","split",-6.695750497
"7640","split",-6.89513696347
"7641","split",-6.86454169019
"7642","split",-7.18477706387
"7643","split",-6.92188847704
"7644","split",-7.57195247493
"7645","split",-7.10154185059
"7646","split",-7.39842400311
"7647","split",-6.89372038575
"7648","split",-6.89149101969
"7649","split",-7.5861493365
"7650","split",-6.49879889824
"7651","split",-7.51538170321
"7652","split",-7.0852468481
"7653","split",-6.5643182115
"7654","split",-6.98130006864
"7655","split",-7.03705056907
"7656","split",-7.01025109826
"7657","split",-7.40288820417
"7658","split",-7.01662184191
"7659","split",-7.2735514492
"7660","split",-7.29672303904
"7661","split",-6.82416778923
"7662","split",-6.44567038665
"7663","split",-7.67627051673
"7664","split",-6.93003514989
"7665","split",-6.55841263597
"7666","split",-7.36397519571
"7667","split",-6.79943908585
"7668","split",-7.11630331711
"7669","split",-6.26327622424
"7670","split",-7.37000061345
"7671","split",-7.15728557299
"7672","split",-7.24998368887
"7673","split",-6.57195952868
"7674","split",-6.83255879336
"7675","split",-6.97343200856
"7676","split",-6.72154184972
"7677","split",-6.50475229578
"7678","split",-6.30714272766
"7679","split",-6.73234775105
"7680","split",-6.86447281534
"7681","split",-6.37685547844
"7682","split",-6.23880315556
"7683","split",-6.79879399736
"7684","split",-5.97285498998
"7685","split",-6.19633931955
"7686","split",-6.98261819164
"7687","split",-6.39733838142
"7688","split",-6.70416972398
"7689","split",-6.64165002844
"7690","split",-6.55703119576
"7691","split",-5.8840668177
"7692","split",-6.8237551942
"7693","split",-6.49694513045
"7694","split",-6.06268832583
"7695","split",-7.09661853848
"7696","split",-6.26536601223
"7697","split",-6.28730803537
"7698","split",-6.57169959319
"7699","split",-6.83980795968
"7700","split",-6.30769462866
"7701","split",-6.77329303086
"7702","split",-7.04244496116
"7703","split",-6.67701901666
"7704","split",-6.01114935205
"7705","split",-6.35034253658
"7706","split",-6.91177077212
"7707","split",-6.80313688301
"7708","split",-6.98622923972
"7709","split",-6.24956569796
"7710","split",-6.96251304334
"7711","split",-5.64504840148
"7712","split",-7.13570882252
"7713","split",-5.9130294993
"7714","split",-6.7151359563
"7715","split",-6.78508397192
"7716","split",-6.34205487224
"7717","split",-6.23925422505
"7718","split",-6.35079873303
"7719","split",-6.28175312429
"7720","split",-6.14437334799
"7721","split",-6.39191664108
"7722","split",-6.49002227328
"7723","split",-5.54764962064
"7724","split",-6.2838905255
"7725","split",-7.14869249043
"7726","split",-7.60969228966
"7727","split",-6.66369211711
"7728","split",-6.83832965845
"7729","split",-6.73621625902
"7730","split",-6.58423961115
"7731","split",-6.35913122836
"7732","split",-5.7136217111
"7733","split",-5.75563535931
"7734","split",-5.53991364892
"7735","split",-6.94959454504
"7736","split",-5.99878474874
"7737","split",-6.16221667879
"7738","split",-6.39925015786
"7739","split",-6.71812874956
"7740","split",-6.49627119807
"7741","split",-5.64939631619
"7742","split",-6.03084495523
"7743","split",-6.00139018112
"7744","split",-6.62346864019
"7745","split",-5.94984063408
"7746","split",-5.7917026444
"7747","split",-5.64195551926
"7748","split",-6.23122180621
"7749","split",-6.35095002305
"7750","split",-6.26644047277
"7751","split",-6.06748769394
"7752","split",-6.01607467854
"7753","split",-6.957604413
"7754","split",-6.2306404983
"7755","split",-6.02550785678
"7756","split",-5.80558521478
"7757","split",-6.55365488388
"7758","split",-5.60864257149
"7759","split",-6.19324439742
"7760","split",-6.34010925648
"7761","split",-6.37057481593
"7762","split",-6.79605523501
"7763","split",-5.90329215698
"7764","split",-5.69736634386
"7765","split",-7.42415224351
"7766","split",-6.08920398948
"7767","split",-6.63921101515
"7768","split",-5.09884267676
"7769","split",-5.67420635843
"7770","split",-6.42495420193
"7771","split",-5.33533955397
"7772","split",-5.86911098889
"7773","split",-6.22034671873
"7774","split",-6.1516170953
"7775","split",-6.5992982058
"7776","split",-5.72740677313
"7777","split",-6.19135591096
"7778","split",-5.71468757659
"7779","split",-6.17081095637
"7780","split",-6.14609684109
"7781","split",-5.10799068068
"7782","split",-5.8412608615
"7783","split",-5.34316823049
"7784","split",-6.08228322407
"7785","split",-6.33742479355
"7786","split",-6.34395480902
"7787","split",-5.42193837155
"7788","split",-6.60507111846
"7789","split",-5.8460346707
"7790","split",-6.43174402616
"7791","split",-4.88336541024
"7792","split",-5.60352988705
"7793","split",-5.78468089389
"7794","split",-4.71410043341
"7795","split",-5.72602518561
"7796","split",-6.02813554802
"7797","split",-6.06924456111
"7798","split",-5.39973564656
"7799","split",-6.5152645148
"7800","split",-5.30849455377
"7801","split",-5.42697606342
"7802","split",-6.83765926889
"7803","split",-5.95718652675
"7804","split",-5.80124533735
"7805","split",-5.38369827939
"7806","split",-5.85780411213
"7807","split",-5.63109073097
"7808","split",-5.76480061555
"7809","split",-5.31884158999
"7810","split",-6.41319972558
"7811","split",-6.01482833826
"7812","split",-5.08250026481
"7813","split",-5.30934480832
"7814","split",-5.48344189956
"7815","split",-6.26404871226
"7816","split",-5.84458127886
"7817","split",-5.80998195807
"7818","split",-5.60330027875
"7819","split",-5.55345485846
"7820","split",-5.48110979879
"7821","split",-5.12995432296
"7822","split",-5.71539016018
"7823","split",-5.98236113649
"7824","split",-5.97062726048
"7825","split",-5.64107873637
"7826","split",-5.77425836968
"7827","split",-5.66516122161
"7828","split",-5.66795861816
"7829","split",-5.93039223865
"7830","split",-4.68761095947
"7831","split",-6.46063202132
"7832","split",-5.23410623091
"7833","split",-6.21477504521
"7834","split",-5.25183632798
"7835","split",-5.44315113567
"7836","split",-5.5750025452
"7837","split",-5.72386417161
"7838","split",-6.46452281196
"7839","split",-4.92479287424
"7840","split",-5.37717177206
"7841","split",-5.11977732275
"7842","split",-5.05023278773
"7843","split",-5.16580291083
"7844","split",-6.32550611631
"7845","split",-5.87188057865
"7846","split",-4.91016057247
"7847","split",-5.0634677656
"7848","split",-5.50887642813
"7849","split",-5.0734649069
"7850","split",-5.64977617473
"7851","split",-5.29551808291
"7852","split",-4.58615807724
